cast_id,user_id,watch_count,normalized_watch_count
151,607,32,0.2883901992372403
151,608,96,0.5488286334476143
151,609,19,0.1674286721131668
151,610,29,0.2653681668449074
151,611,74,0.4866968324009867
151,612,26,0.2399184907523091
151,613,51,0.39823104268710496
151,615,40,0.34082180812802765
151,616,20,0.1792138638129619
151,617,45,0.36861663385501886
151,618,30,0.2732884998536118
151,619,24,0.22132866555607944
151,620,58,0.4287371044879904
151,621,37,0.32246752513959975
151,622,56,0.42040701987134044
151,623,30,0.2732884998536118
151,624,46,0.37381142578857374
151,625,42,0.352326292631838
151,626,44,0.36330766157664784
151,627,32,0.2883901992372403
151,628,30,0.2732884998536118
151,629,38,0.3287418653056786
151,630,39,0.3348573442263336
151,631,38,0.3287418653056786
151,632,60,0.4367894672977194
151,633,48,0.38387740371852197
151,634,43,0.35787937661866653
151,636,72,0.4801680967243366
151,637,15,0.11352867867025418
151,638,23,0.21146817340199475
151,639,56,0.42040701987134044
151,640,84,0.5169298037092894
151,641,30,0.2732884998536118
151,642,24,0.22132866555607944
151,643,26,0.2399184907523091
151,644,33,0.2956011381532101
151,645,73,0.48345452177347636
151,647,27,0.24870304119438813
151,648,26,0.2399184907523091
151,648,26,0.2399184907523091
151,650,17,0.1419789960205684
151,651,36,0.31602584966030967
151,652,32,0.2883901992372403
151,653,59,0.4327968389580741
151,654,49,0.38875733766924625
151,655,37,0.32246752513959975
151,656,49,0.38875733766924625
151,657,62,0.4445820306578693
151,659,68,0.46655612858675954
151,660,46,0.37381142578857374
151,661,24,0.22132866555607944
151,662,29,0.2653681668449074
151,663,30,0.2732884998536118
151,664,59,0.4327968389580741
151,665,30,0.2732884998536118
151,667,28,0.257179297382797
151,669,57,0.4246079694959638
151,671,60,0.4367894672977194
151,672,28,0.257179297382797
151,673,38,0.3287418653056786
151,674,36,0.31602584966030967
151,675,27,0.24870304119438813
151,676,56,0.42040701987134044
151,677,23,0.21146817340199475
151,678,29,0.2653681668449074
151,679,74,0.4866968324009867
151,681,28,0.257179297382797
151,682,34,0.30260303463730076
151,683,66,0.4594512482959666
151,684,58,0.4287371044879904
151,685,22,0.20118796174185205
151,686,27,0.24870304119438813
151,687,25,0.23080237057393804
151,688,34,0.30260303463730076
151,689,28,0.257179297382797
151,690,41,0.3466425359261287
151,691,26,0.2399184907523091
151,692,50,0.39354063288495056
151,693,42,0.352326292631838
151,696,33,0.2956011381532101
151,699,54,0.41177937006157916
151,700,78,0.49924763017742435
151,701,44,0.36330766157664784
151,703,26,0.2399184907523091
151,704,48,0.38387740371852197
151,706,37,0.32246752513959975
151,708,22,0.20118796174185205
151,709,30,0.2732884998536118
151,710,47,0.37889684551516145
151,711,30,0.2732884998536118
151,712,51,0.39823104268710496
151,713,64,0.45213103613001737
151,718,28,0.257179297382797
151,719,49,0.38875733766924625
151,720,62,0.4445820306578693
151,721,31,0.280957350783421
151,723,21,0.19045070450549972
151,724,27,0.24870304119438813
151,725,28,0.257179297382797
151,726,47,0.37889684551516145
151,728,44,0.36330766157664784
151,731,42,0.352326292631838
151,732,33,0.2956011381532101
151,733,64,0.45213103613001737
151,734,33,0.2956011381532101
151,735,47,0.37889684551516145
151,736,25,0.23080237057393804
151,737,25,0.23080237057393804
151,738,45,0.36861663385501886
151,740,41,0.3466425359261287
151,741,33,0.2956011381532101
151,742,28,0.257179297382797
151,744,22,0.20118796174185205
151,746,66,0.4594512482959666
151,747,65,0.4558188713504069
151,748,38,0.3287418653056786
151,749,41,0.3466425359261287
151,750,32,0.2883901992372403
151,752,57,0.4246079694959638
151,753,50,0.39354063288495056
151,754,39,0.3348573442263336
151,755,25,0.23080237057393804
151,756,70,0.4734579842680283
151,758,23,0.21146817340199475
151,759,26,0.2399184907523091
151,760,57,0.4246079694959638
151,763,41,0.3466425359261287
151,765,48,0.38387740371852197
151,766,21,0.19045070450549972
151,767,70,0.4734579842680283
151,768,51,0.39823104268710496
151,769,56,0.42040701987134044
151,770,28,0.257179297382797
151,771,39,0.3348573442263336
151,772,60,0.4367894672977194
151,773,34,0.30260303463730076
151,774,37,0.32246752513959975
151,776,24,0.22132866555607944
151,777,56,0.42040701987134044
151,778,49,0.38875733766924625
151,779,32,0.2883901992372403
151,780,27,0.24870304119438813
151,781,28,0.257179297382797
151,782,37,0.32246752513959975
151,783,19,0.1674286721131668
151,784,27,0.24870304119438813
151,785,51,0.39823104268710496
151,787,94,0.5437961906956793
151,788,27,0.24870304119438813
151,789,55,0.41613171330755505
151,790,23,0.21146817340199475
151,792,23,0.21146817340199475
151,796,20,0.1792138638129619
151,797,36,0.31602584966030967
151,799,27,0.24870304119438813
151,802,48,0.38387740371852197
151,804,31,0.280957350783421
151,806,42,0.352326292631838
151,809,31,0.280957350783421
151,810,51,0.39823104268710496
151,811,38,0.3287418653056786
151,813,37,0.32246752513959975
151,815,54,0.41177937006157916
151,817,47,0.37889684551516145
151,818,35,0.3094076681337352
151,821,26,0.2399184907523091
151,822,50,0.39354063288495056
151,823,29,0.2653681668449074
151,824,38,0.3287418653056786
151,826,77,0.4961705374188453
151,827,27,0.24870304119438813
151,828,67,0.4630298102663769
151,829,36,0.31602584966030967
151,830,75,0.48989619725276656
151,831,57,0.4246079694959638
151,834,24,0.22132866555607944
151,835,57,0.4246079694959638
151,836,28,0.257179297382797
151,839,43,0.35787937661866653
151,840,32,0.2883901992372403
151,841,98,0.5537583660821476
151,843,20,0.1792138638129619
151,846,67,0.4630298102663769
151,847,74,0.4866968324009867
151,848,23,0.21146817340199475
151,849,35,0.3094076681337352
151,850,18,0.15503885302643294
151,851,22,0.20118796174185205
151,854,65,0.4558188713504069
151,855,20,0.1792138638129619
151,856,84,0.5169298037092894
151,857,61,0.4407171719667786
151,858,57,0.4246079694959638
151,859,21,0.19045070450549972
